concept,label
the12StepsOfHumility,the 12 steps of humility
the12WhitePyramidsAnd12BlackPyramidsInTheEggOfOsiris,the 12 white pyramids and 12 black pyramids in the Egg of Osiris
the12ZodiacSignsSibyls,"the 12 zodiac signs, sibyls"
theArchangelsUrielAndGabrielTogether,the archangels Uriel and Gabriel together
theMysteriesOfFruitfulness,the mysteries of fruitfulness
theNamesForTara,the names for Tara
theTenThousandThings,the Ten Thousand Things
theWholeOfManifestation,the whole of manifestation
wheelOfFortune,Wheel of Fortune
14ManousControlTheWorldInSuccessiveReignsDuringTheGreatCycleOfMahakalpa,14 Manous control the world in successive reigns during the great cycle of Mahakalpa
ageOfMajorityForKings,age of majority for kings
ageOfMosesWhenHeDied,age of Moses when he died
aHolyNumber,a holy number
aLargeCrowd,a large crowd
aMagicalNumber,a magical number
beginningAnew,beginning anew
completionOfATemporalSeries,completion of a temporal series
constructionAndDestruction,construction and destruction
croesus,Croesus
diseases,diseases
generallyAnUnluckyNumber,generally an unlucky number
infections,infections
mayHaveEroticConnotations,may have erotic connotations
murderers,murderers
osirisWasCutInto14Pieces,Osiris was cut into 14 pieces
passageToAHigherLevelOfExistence,passage to a higher level of existence
peopleAtTheLastSupper,people at the Last Supper
petalsOfTheMainChakra,petals of the main chakra
piecesOfOsirisRecoveredByIsis,pieces of Osiris recovered by Isis
playingCardsInEachSuit,playing cards in each suit
progressionTheDevilTheArchangelCassiel,"progression, the devil, the archangel Cassiel"
skinsOfCowsZoroasterUsedToWriteHis20Books,skins of cows Zoroaster used to write his 20 books
suchAsJesus,such as Jesus
the13ConstellationsInTheirZodiac,the 13 constellations in their zodiac
the13EvilSpirits,the 13 evil spirits
the13FundamentalDoctrines,the 13 fundamental doctrines
the13FundamentalDoctrinesOfMaimonides,the 13 fundamental doctrines of Maimonides
the13Heavens,the 13 heavens
the13LunationsInAYear,the 13 lunations in a year
the13MembersOfACoven,the 13 members of a coven
the13SegmentsInTheSacredCord,the 13 segments in the sacred cord
the13Tenebrae,the 13 Tenebrae
the15MysteriesOfTheRosary,the 15 mysteries of the rosary
the15TempleStepsGradualPsalms,"the 15 Temple steps, gradual Psalms"
the16Arhats,the 16 Arhats
the16Goddesses,the 16 goddesses
the16PetalsOfTheVisuddhaChakraFrontOfTheThroat,the 16 petals of the Visuddha chakra (front of the throat)
theArkOfGilgameshPrescribedByAnuWasACube120CubitsOnEachSide,the Ark of Gilgamesh prescribed by Anu was a cube 120 cubits on each side
theCatholicityOfTheChurch,the catholicity of the Church
theDaysInAWeek,the days in a week
theElectOfTheTribesOfIsrael,the elect of the tribes of Israel
theForceOfTheHistoricalEvents,the force of the historical events
theHolySpiritBeingSpreadInNature,the Holy Spirit being spread in nature
theImpactOfChanges,the impact of changes
theLengthWidthAndHeightInStadiaOfTheNewJerusalem,"the length, width, and height in stadia of the New Jerusalem"
theLimitOfManSAgeAsFixedByGod,the limit of man’s age as fixed by God
theNumberOfAllTheTypesOfFishesInExistence,the number of all the types of fishes in existence
theNumberOfFishTakenByTheApostlesWhenJesusDirectedThemWhereToCastTheirNets,the number of fish taken by the apostles when Jesus directed them where to cast their nets
theNumberWhoWillBeSaved,the number who will be saved
thePassageOfTheExternalVisitorsOfThisDimension,the passage of the external visitors of this dimension
thePlenitudeOfScience,the plenitude of science
thePowerAndGloryOfChristTheKing,the power and glory of Christ the King
thePresenceOfTheBeingsEvolvingThroughTheseChanges,the presence of the beings evolving through these changes
theRaysOfLightOriginatedFromAllTheSevenChakras,the rays of light originated from all the seven chakras
theSealsOfEachOfTheTribesOfIsrael,the seals of each of the tribes of Israel
theSkies,the skies
theStonesOnTheOutsideOfTheGreatPyramid,the stones on the outside of the Great Pyramid
theVibrationsOfTheDivineCreationWhichTravelInTheCosmosAndThatAreSourceOfLife,the vibrations of the divine creation which travel in the cosmos and that are source of life
theYearsThatNoahHadToBuildTheArk,the years that Noah had to build the Ark
yearsInOneCycleOfAMahayuga,years in one cycle of a Mahayuga
yearsTheWorldWouldLast,years the world would last
delusion,delusion
abasement,abasement
admirationOfTheArts,admiration of the arts
ageOfAbrahamWhenGodAppearedToHimAndMadeAnAlliance,age of Abraham when God appeared to him and made an alliance
alternateReplacementForRomanNumeralV,alternate replacement for Roman numeral V
aRealizedStateOfPerfection,a realized state of perfection
arithmeticPersonified,Arithmetic personified
awarenessAndPainOfSin,awareness and pain of sin
businessAcumen,business acumen
denialOfNature,denial of nature
divineDiscontent,divine discontent
equivalentTo1,equivalent to -1-
familyTies,family ties
freshStarts,fresh starts
heavenlyGardens,heavenly gardens
hornsOfTheCrescentMoon,horns of the crescent moon
indicationOfMagicalPowers,indication of magical powers
initiativeAndLeadership,initiative and leadership
lossOfContactWithGodOrNature,loss of contact with God or nature
loveOfArt,love of art
materialGain,material gain
mayIndicateADefectInTheSoulOrSpirit,may indicate a defect in the soul or spirit
multipliesTheQualitiesOf9,multiplies the qualities of -9
obedienceToGod,obedience to God
persistentGenius,persistent genius
preludeToResurrection,prelude to resurrection
primalCause,primal cause
primitiveMarriage,primitive marriage
profundity,profundity
punishmentForWickedness,punishment for wickedness
sacrificeToGod,sacrifice to God
solicitudeAboutLowlyThings,solicitude about lowly things
strivingTowardPerfection,striving toward perfection
stunting,stunting
theCloseOfACycle,the close of a cycle
theFatherOrSeeker,the father or seeker
theFineArts,the fine arts
theFirstManToDie,the first man to die
theFirstMurderVictim,the first murder victim
theFirstVictimOfJealousy,the first victim of jealousy
theGodheadOfOsiris,the godhead of Osiris
theGreatMotherAndEarthGodCults,the Great Mother and earth-god cults
theInfinitelyLarge,the infinitely large
theMinstrel,the Minstrel
theMysteriousWayOfTheOrient,the mysterious way of the Orient
theNamesOfAllah,the names of Allah
theSoulRefrainingFromTemptation,the soul refraining from temptation
disappointment,disappointment
inferiority,inferiority
productivity,productivity
rigor,rigor
theOccult,the occult
theSupremeBeing,the supreme being
theSupremeBeing,the Supreme Being
theUnmovedMover,the unmoved mover
aBarber,a barber
anUncleanFish,an unclean fish
augurOfTroubleOrStorm,augur of trouble or storm
candidness,candidness
christSVictoryOverDeath,Christ’s victory over death
OrBasinAndEwerTogetherCleanliness,(or basin and ewer together) cleanliness
continuingLife,continuing life
crossingTheSeaOfLife,crossing the sea of life
deathAndDestruction,death and destruction
deathAndIntermentOfTheOldBirthAndResurrectionOfTheNew,"death and interment of the old, birth and resurrection of the new"
demonic,demonic
dionysianBacchicFertility,Dionysian/Bacchic fertility
directContactWithMotherEarth,direct contact with Mother Earth
drinkOfTheWarriorClass,drink of the warrior class
emergenceFromTheWombToTheOuterLight,emergence from the womb to the outer light
especiallyInTheMiddleEastWhereItWasPlantedInGraveyards,especially in the Middle East where it was planted in graveyards
expandingKnowledge,expanding knowledge
fruitfulOldAge,fruitful old age
hadToBePlantedWithCursingOrItWouldNotGrow,had to be planted with cursing or it would not grow
illTemper,ill temper
invokedForVengeance,invoked for vengeance
lanTsAiHok,Lan Ts’ai Hok
loveEspeciallyRedBarley,love (especially red barley)
opensTheGatesOfHeaven,opens the gates of heaven
orPersecution,or persecution
passageOfTheSoulFromMatterToSpirit,passage of the soul from matter to spirit
pilateWashingHisHands,Pilate washing his hands
projectionOfMisfortune,projection of misfortune
regressionIntoTheUndifferentiated,regression into the undifferentiated
sacredToVishnuLakshmi,"sacred to Vishnu, Lakshmi"
sometimesTheDwellingOfTheDead,sometimes the dwelling of the dead
tartness,tartness
theCloseUnionOfTheSpiritualAndPhysicalInMan,the close union of the spiritual and physical in man
theHumilityOfChristSLove,the humility of Christ’s love
theUnhallowedSoulOfADeadPerson,the unhallowed soul of a dead person
theWeaknessAndInstabilityOfMatter,the weakness and instability of matter
treeOfKnowledge,Tree of Knowledge
vishnuSBirthplace,Vishnu’s birthplace
willingnessToServe,willingness to serve
basketOfFlowers,basket of flowers
hanXiang,Han Xiang
hatred,hatred
hatred,Hatred
lovers,lovers
povertyPersonified,Poverty personified
repentance,repentance
seers,seers
sharpness,sharpness
siva,Siva
ssJohnTheBaptist,SS John the Baptist
theBeastOfTheSecondComing,the Beast of the Second Coming
turquoise,turquoise
turquoise,Turquoise
x,X
yellow,yellow
yinYang,yin-yang
aCockscomb,a cockscomb
aGerminalIdea,a germinal idea
aidToProphecy,aid to prophecy
aidToTheDead,aid to the dead
aWhiteRiverOrLakeIntoWhichTheRepentantAreCastByTheArchangelMichaelBeforeTheyCanEnterTheCityOfGodThatSitsWithinInIt,a white river or lake into which the repentant are cast by the archangel Michael before they can enter the City of God that sits within in it
birthstoneForJune,birthstone for June
charmOfGladiatorsForProtection,charm of gladiators for protection
charmToPreventStumblingOrFalling,charm to prevent stumbling or falling
14thWeddingAnniversaries,14th wedding anniversaries
deadlyMalice,deadly malice
descentInConsciousness,descent in consciousness
forsakingAHigherLifeForALowerOne,forsaking a higher life for a lower one
hiddenEvil,hidden evil
latentGreatnessOrStrength,latent greatness or strength
luxuriousLiving,luxurious living
prefigurementOfChrist,prefigurement of Christ
primitiveAgriculture,primitive agriculture
primitiveness,primitiveness
productivePower,productive power
selfPreservationAndPhysicalEnergy,self-preservation and physical energy
spiritualConsciousnessMadeFlesh,spiritual consciousness made flesh
theBest,the best
theChurchOfPergamos,the Church of Pergamos
theFemininePrincipleInCreation,the feminine principle in creation
theGoldenAgePersonified,the Golden Age personified
theHeroWhoPrefersGloryToLongevity,the hero who prefers glory to longevity
theNutritivePrincipleOfNature,the nutritive principle of nature
thePristineEqualityOfMan,the pristine equality of man
theRiverOfPainInHades,the river of pain in Hades
theRiverOneMustBatheInOrCrossBeforeEnteringParadise,the river one must bathe in or cross before entering paradise
theSinnerWhoClosesHisEarsToTheWord,the sinner who closes his ears to the Word
theVulnerableSuperhero,the vulnerable superhero
theWeakSinfulSideOfMan,"the weak, sinful side of man"
thoseGivenToWine,those given to wine
tranquilityOfTheSoul,tranquility of the soul
untappedPotential,untapped potential
antiquity,antiquity
boundlessSpace,boundless space
curiosity,curiosity
disaster,disaster
impenetrability,impenetrability
theMysterious,the mysterious
theUnknown,the unknown
theSuperego,the superego
wisdomPersonified,Wisdom personified
safetyAtSea,safety at sea
anythingSwollen,anything swollen
aSituationThatWillNotGoAway,a situation that will not go away
aTavern,a tavern
bluntness,bluntness
allBeingsInTheUniverse,all beings in the universe
andrew,Andrew
anthonyOfPadua,Anthony of Padua
consumptionOfAlcoholicBeverages,consumption of alcoholic beverages
delusionOfGrandeur,delusion of grandeur
encouragingThePowersOfLightAndGood,encouraging the powers of light and good
fixing,fixing
gulliburstin,Gulliburstin
inYuletideItWasAbundanceAndGoodFortune,in Yuletide it was abundance and good fortune
irrationalPower,irrational power
mending,mending
paulEspeciallyWithLegendSpiritusGladius,Paul (especially with legend “Spiritus Gladius”)
preservationFromDanger,preservation from danger
putTheWearerUnderTheProtectionOfFreyAndFreyja,put the wearer under the protection of Frey and Freyja
signOfATavern,sign of a tavern
spiritualAuthorityAndTemporalPowerRespectively,spiritual authority and temporal power respectively
staticBeingAndTheCreativePrincipleRespectively,static being and the creative principle respectively
strengthening,strengthening
strengtheningThePowerOfTheSunEspeciallyAtSolstices,"strengthening the power of the sun, especially at solstices"
tchetetfet,Tchetetfet
theApparentFutilityOfEarthlyExistence,the apparent futility of earthly existence
theBristlesRepresentSunRays,the bristles represent sun rays
theContainmentPrinciple,the containment principle
theEnclosurePrinciple,the enclosure principle
theLeavesOfTheCosmicTree,the leaves of the Cosmic Tree
thePersonificationOfWinter,the personification of Winter
theWombOfBuddhaNature,the womb of Buddha nature
uselessLabor,useless labor
wavedAtHeroesAsASignOfTheirImmortalGlory,waved at heroes as a sign of their immortal glory
aMarriedWoman,a married woman
fatherOfGenghisKhan,father of Genghis Khan
kresnikDeity,Kresnik (deity)
plants,plants
ssPhilip,SS Philip
subjection,subjection
sexualPerversion,sexual perversion
shakti,shakti
shakti,Shakti
theFruitOfSalvation,the fruit of salvation
thePersonificationOfEvil,the personification of evil
thePerfectAgeToDie,the perfect age to die
theTrinityEspeciallyGodTheFather,the Trinity (especially God the Father)
theUnionOfSkyAndEarth,the union of sky and earth
theUpanishadsNamesOfVishnuNamesOfShiva,"the Upanishads, names of Vishnu, names of Shiva"
torments,torments
transgression,transgression
universalOrder,universal order
versesOnTheEmeraldTable,verses on the Emerald Table
hangedMan,hanged man
hangedMan,Hanged Man
justiceStrength,"Justice, Strength"
the12Months,the 12 months
the12TribesOfIsrael,the 12 tribes of Israel
theKnowledgeOfGod,the knowledge of God
injuries,injuries
travelersAndProtectionFromPlague,travelers and protection from plague
abnormalTendencies,abnormal tendencies
ageOfLamechNoahSFather,age of Lamech (Noah’s father)
allThePossibilitiesOfManifestation,all the possibilities of manifestation
angelsWhoSupportTheThroneOfTheWorld,angels who support the throne of the world
animalsThatAccompanyBelieversToParadise,animals that accompany believers to Paradise
ascensionOfTheSoulThroughThePhysicalBody,ascension of the soul through the physical body
aTwinOrBinarySymbol,"a twin or binary, symbol"
balanceAndCosmicOrder,balance and cosmic order
celestialMan,celestial man
allPossibilitiesInManifestation,all possibilities in manifestation
cronos,Cronos
divisionsOfLettersInArabic,divisions of letters in Arabic
eightfoldPathOfBuddha,eightfold path of Buddha
endlessness,endlessness
enteringIntoANewSoulState,entering into a new soul state
goalAfterPassingThroughTheSevenStagesOfInitiation,goal after passing through the seven stages of initiation
hoursOfSleepNeededByMerchants,hours of sleep needed by merchants
justiceWithMercy,justice with mercy
magicNumberOfHermes,magic number of Hermes
materialSuccess,material success
obba,Obba
obtala,Obtala
perfectBlendingOfTheConsciousUnconsciousKnowledgeLoveActionReaction,"perfect blending of the conscious/unconscious, knowledge/love, action/reaction"
perfectIntelligence,perfect intelligence
perfectRhythm,perfect rhythm
rainAndThunder,rain and thunder
selfDestruction,self-destruction
silveryBlue,silvery-blue
theAverageHeartRate,the average heart rate
theDisciplesOfConfucius,the disciples of Confucius
theDisciplesSentOutByJesus,the disciples sent out by Jesus
theEightBeatitudesSidesOnABaptismalFont,"the eight Beatitudes, sides on a baptismal font"
theEightCategoriesOfPriests,the eight categories of priests
theEightDaysOfTheSanctificationOfTheTemplePersonsSavedFromTheFlood,"the eight days of the sanctification of the Temple, persons saved from the Flood"
theEightDelightsOfHumanExistence,the Eight Delights of Human Existence
theEightDisciplesOfThoth,the eight disciples of Thoth
theEightDivisionsOfSpace,the eight divisions of space
theEightGodsInTheHeavens,the eight gods in the heavens
theEightGodsOfTheWindsDivisionsOfTheSky,"the eight gods of the winds, divisions of the sky"
theEightGuardianDeities,the eight guardian deities
theEightImmortals,the eight immortals
theEightLegsOfSleipnir,the eight legs of Sleipnir
theEightMinorGods,the eight minor gods
theEightRegionsOfTheWorldSunsDivisionsOfTheDayChakrasSacredMythsGreatGodsOfTheVedasModesOfMarriageFormsOfShivaArmsOfVishnu,"the eight regions of the world, suns, divisions of the day, chakras, sacred myths, great gods of the Vedas, modes of marriage, forms of Shiva, arms of Vishnu"
theEightSpheresSurroundingThePillarOfTheHeavens,the eight spheres surrounding the pillar of the heavens
theEightThingsOfGoodAugury,the Eight Things of Good Augury
theEightWindsPairsOfOppositesDirectionsOfTheWinds,"the eight winds, pairs of opposites, directions of the winds"
theEternalMovementOfTheSea,the eternal movement of the sea
theImmortalsOfTaoism,the Immortals of Taoism
theLanguagesAtBabel,the languages at Babel
theLettersHQZ,"the letters H, Q, Z"
27thWeddingAnniversaries,27th wedding anniversaries
absolution,absolution
axisUnitingAllThingsVerticallyAndHorizontally,axis uniting all things vertically and horizontally
baserMentalQualities,baser mental qualities
birthstoneOfFebruary,birthstone of February
6th,6th
9th,9th
abnegation,abnegation
congealedLight,congealed light
crownOfSaints,crown of saints
episcopacy,episcopacy
exemplaryModesty,exemplary modesty
foppery,foppery
freyjaSTearsForSvipdag,Freyja’s tears for Svipdag
greatCruelty,great cruelty
joyAfterSorrow,joy after sorrow
loveOfGodExcludingAllOtherAffections,love of God excluding all other affections
magicStrength,magic strength
magnetism,magnetism
oneDrinkingWineFromAnAmethystCupWouldNotGetDrunk,one drinking wine from an amethyst cup would not get drunk
onePreparedToUndergoGreatTrialsForTheChristianFaith,one prepared to undergo great trials for the Christian faith
partOfTheHighPriestSBreastplate,part of the High Priest’s breastplate
platonicAffection,platonic affection
rainMakers,rain makers
sacredToOshun,sacred to Oshun
sovereigntyOfKingsAndPrinces,sovereignty of kings and princes
tearsOfTheHeliades,tears of the Heliades
theNourishmentWhichTheseForegoingQualitiesProvideInTheSoul,the nourishment which these foregoing qualities provide in the soul
theSoulOfATigerAfterDeath,the soul of a tiger after death
tranquilityPersonified,Tranquility personified
usuallyDeepLoveButSometimesDalliance,"usually deep love, but sometimes dalliance"
worthBeyondBeauty,worth beyond beauty
electricity,electricity
sacredToArtemisDiana,sacred to Artemis/Diana
theTribeOfBenjamin,the tribe of Benjamin
theCrescentMoon,the crescent moon
theEndOfACycle,the end of a cycle
theWinterSolstice,the winter solstice
theWinterSolstice,the Winter solstice
absorbingThePowerOfThePersonEaten,absorbing the power of the person eaten
aFormOfEaOannes,a form of Ea-Oannes
aLunarBarque,a lunar barque
bribeForJudges,bribe for judges
bondsOfAffection,bonds of affection
capriciousness,capriciousness
cripple,cripple
donatian,Donatian
dullFool,dull fool
eunuch,eunuch
formerlyTheBirthstoneForAugust,formerly the birthstone for August
gateOfTheGodsThroughWhichSoulsPassedIntoHeaven,Gate of the Gods through which souls passed into heaven
goodHumor,good humor
healthAndEnergy,health and energy
iAmTooHappy,I am too happy
impulsiveness,impulsiveness
jeromeAlthoughHeWasNotACardinal,Jerome (although he was not a cardinal)
loveLetter,love letter
madeByCyclopsForHades,made by Cyclops for Hades
miserliness,miserliness
ownedByAlberich,owned by Alberich
pessimism,pessimism
primitiveTransportation,primitive transportation
ssVincentFerrer,SS Vincent Ferrer
stMaryMagdaleneOfPazzi,St. Mary Magdalene of Pazzi
stoneForA17ThWeddingAnniversary,stone for a 17th wedding anniversary
thardidjimbo,ThardidJimbo
thardidJimbo,Thardid-Jimbo
theBeautyOfRipeAge,the beauty of ripe age
theDualTendenciesOfLifeTowardBothTheHighAndTheLowThePhysicalAndTheSpiritual,"the dual tendencies of life toward both the high and the low, the physical and the spiritual"
theFoundingOfTheCarmeliteOrder,the founding of the Carmelite order
theMotherOfTheRace,the Mother of the Race
theSpiritualLightOfSalvation,the spiritual light of salvation
transportOfJoy,transport of joy
unaccountableActions,unaccountable actions
usedToHideTheHornsOfACuckold,used to hide the horns of a cuckold
voyageurs,voyageurs
wornByAShamanAsASignOfPower,worn by a shaman as a sign of power
wornByPerseusAndHermesMercury,worn by Perseus and Hermes/Mercury
wornBySiegfried,worn by Siegfried
wornOnTheSixtyFirstBirthday,worn on the sixty-first birthday
caprice,caprice
fancy,fancy
northAmericanIndians,North American Indians
ssBlaise,SS Blaise
20thWeddingAnniversaries,20th wedding anniversaries
anAttractiveWoman,an attractive woman
aWildIncongruousScheme,a wild incongruous scheme
buildersOrOthersWhoHaveAccomplishedWorkOfFaithfulService,builders or others who have accomplished work of faithful service
afterthought,afterthought
competence,competence
complexEvil,complex evil
dangerOnLandAndSea,danger on land and sea
distinctiveKnowledgeInInitiation,distinctive knowledge in initiation
elasticity,elasticity
entranceForWitches,entrance for witches
ericthonius,Ericthonius
escapeFromTheTemporalToTheEternal,escape from the temporal to the eternal
executorsOfGodSWill,executors of God’s will
firstStepInTheLadderOfCommand,first step in the ladder of command
guardiansOfTheSacred,guardians of the sacred
harbingerOfRainDeathApproachOfAnAbsentLover,"harbinger of rain, death, approach of an absent lover"
illusoryFancy,illusory fancy
impossibleOrDifficultToBelieve,impossible or difficult to believe
keepersOfTheThreshold,keepers of the threshold
loquacity,loquacity
martialStrategy,martial strategy
messengersOfDivineWisdom,messengers of divine wisdom
obstinateDurability,obstinate durability
passageOfEscapeToTheHeavens,passage of escape to the heavens
personificationOfAutumn,personification of Autumn
personificationOfSpring,personification of Spring
personificationOfSpringPleasures,personification of Spring pleasures
personificationOfWinter,personification of Winter
prattle,prattle
psychologicalRepressionThatCausesSuffering,psychological repression that causes suffering
santaClausComingThroughTheChimneyIndicatesTheGiftsAreFromHeaven,Santa Claus coming through the chimney indicates the gifts are from heaven
secondOnlyToTheSeraphimInRank,second only to the seraphim in rank
selfIndulgence,self-indulgence
stormCloudsAndWind,storm clouds and wind
theActiveDiscrimination,the active discrimination
theCuttingAwayOfError,the cutting away of error
theNonExistent,the non-existent
theSolarGateway,the solar gateway
triumphOverTheTemptationsOfTheFlesh,triumph over the temptations of the flesh
twitteringWomen,twittering women
unfinishedMovement,unfinished movement
effeminacy,effeminacy
experience,experience
freedomFromConflict,freedom from conflict
lead,lead
pollution,pollution
18thAnd19ThWeddingAnniversaries,18th and 19th wedding anniversaries
acquiredWisdom,acquired wisdom
alludesToChristAsTheRedeemerOfManFromOriginalSin,alludes to Christ as the redeemer of man from Original Sin
alsoPainAndDisease,also pain and disease
birthstoneForMarchOccasionallyOctober,"birthstone for March, occasionally October"
casualOrIllicitSex,casual or illicit sex
christAsTheNewAdam,Christ as the new Adam
dividesTheBodyBetweenTheNoblerAndBaserParts,divides the body between the nobler and baser parts
fameSpeaksOneGreatAndGood,fame speaks one great and good
inducerOfLoveInAllWhoSawIt,inducer of love in all who saw it
invocationOfAidFromTheDead,invocation of aid from the dead
loveInThePhysicalOrSexualSense,love in the physical or sexual sense
manSHappiness,man’s happiness
protectionFromTheDead,protection from the dead
purityOfLifeAndConduct,purity of life and conduct
repressionOfSexuality,repression of sexuality
ritualProstitution,ritual prostitution
sacrificialRites,sacrificial rites
shakta,shakta
slaveNature,slave nature
sunRaysInBothTheNegativeAndPositiveSense,sun rays in both the negative and positive sense
treasureOfMermaids,treasure of mermaids
fish,fish
fish,Fish
hanuman,Hanuman
immorality,immorality
levity,levity
lingam,lingam
mimicry,mimicry
mischievousness,mischievousness
preference,preference
aBa,a ba
aSunGod,a sun god
babaYaga,Baba Yaga
balancedProgress,balanced progress
birthOfMankindFromTheSerpentsBlood,birth of mankind from the serpents blood
simurg,simurg
aDeadPersonSSoul,a dead person’s soul
aKeptWoman,a kept woman
communicationBetweenThisWorldAndTheSpiritWorld,communication between this world and the spirit world
corporalPunishment,corporal punishment
creationOfLife,creation of life
curse,curse
deitiesVisitingTheEarth,deities visiting the earth
distillation,distillation
donar,Donar
drivesOutEvilSpirits,drives out evil spirits
drivesOutInsanity,drives out insanity
dwellingOfSednaInAdlivun,dwelling of Sedna in Adlivun
freeSpiritedness,free-spiritedness
harbingerOfDisorderAndTroubleInTheEmpire,harbinger of disorder and trouble in the empire
humbleTransportation,humble transportation
jewishWorship,Jewish worship
loveAndDeath,love and death
loveMark,love mark
markOfDivineLove,mark of divine love
omenOfRain,omen of rain
openingOfTheGateOfHeaven,opening of the gate of heaven
personalMission,personal mission
protestantismInParticularChristianityInGeneral,"Protestantism in particular, Christianity in general"
rainOmen,rain omen
schoolAuthority,school authority
sealOfTheSpiritUponTheFlesh,seal of the spirit upon the flesh
secondChance,second chance
selfControlOfTheUnconscious,self-control of the unconscious
selfPropagation,self-propagation
theConflictOfSolarAndUnderworldPowersRespectively,the conflict of solar and underworld powers respectively
theDangerousActionOfTheInstinctsUponThePsyche,the dangerous action of the instincts upon the psyche
theDismembermentOfOriginalUnity,the dismemberment of original unity
theFaithfulGatheringSustenanceFromChristThroughTheEucharist,the faithful gathering sustenance from Christ through the Eucharist
theFaithfulGatheringSustenanceFromTheBloodOfChrist,the faithful gathering sustenance from the blood of Christ
theLastBattleInTheWorldWillBeFoughtAroundABirchTree,the last battle in the world will be fought around a birch tree
thePersianPhoenix,the Persian phoenix
thePersonificationOfEstonia,the personification of Estonia
thePreyerWhoHasBeenPreyedUpon,the preyer who has been preyed upon
theStateOfWyoming,the state of Wyoming
theWhirlwind,the whirlwind
unionOfSpiritAndMatter,union of spirit and matter
visionQuest,vision quest
hopeOfFreedomOrOfSalvation,hope of freedom or of salvation
intimidation,intimidation
karmicMemory,karmic memory
newIdeas,new ideas
spiritualGuidance,spiritual guidance
stStephen,St. Stephen
surprise,surprise
theAmericanWest,the American West
theDualNatureOfMercurius,the dual nature of Mercurius
adolescents,adolescents
aGiftToBind,a gift to bind
arjuna,Arjuna
associatedMercuryPlanet,associated Mercury (planet)
aCycle,a cycle
cosmas,Cosmas
exhaustingStrain,exhausting strain
militarySuperiority,military superiority
resolve,resolve
sacredToAphroditeVenusCybele,"sacred to Aphrodite/Venus, Cybele"
sometimesHeraclesHercules,sometimes Heracles/Hercules
sovereignHighPriests,sovereign high priests
ssMaryOfBethany,SS Mary of Bethany
stoicism,stoicism
theAbidingGraceOfTheChurch,the abiding grace of the Church
theFeminineReceptivePrinciple,the feminine receptive principle
theGripOfTheBowIsSeenAsUnitingAllahAndMohammed,the grip of the bow is seen as uniting Allah and Mohammed
theLifeCycle,the life cycle
theNeedForRestraintOfIdeasOrEmotions,the need for restraint of ideas or emotions
thePowerOfGod,the power of God
theTaoThatBringsDownTheHighAndRaisesTheLowTakesAwayExcessAndSuppliesNeeds,"the Tao that brings down the high and raises the low, takes away excess, and supplies needs"
theTensionBetweenPhysicalAndSpiritualForces,the tension between physical and spiritual forces
theTensionFromWhichDesiresSpring,the tension from which desires spring
thoseWhoHeldAuthorityFromDeities,those who held authority from deities
ultimateDecisionMakingPower,ultimate decision-making power
usedInLieuOfPalmsOnPalmSunday,used in lieu of palms on Palm Sunday
warlikePower,warlike power
weaponOfKingsHuntersCommonSoldiers,"weapon of kings, hunters, common soldiers"
worldlyPower,worldly power
damian,Damian
diogenes,Diogenes
immaturity,immaturity
maryOfEgypt,Mary of Egypt
neophyte,neophyte
perpetuity,perpetuity
phaon,Phaon
sterility,sterility
theCumeanSibyl,the Cumean sibyl
vigor,vigor
alnascharSDreamArabianNights,Alnaschar’s dream (Arabian Nights)
aPhaseOfThoughtOrOpinion,a phase of thought or opinion
appearances,appearances
arionRidingADolphin,Arion (riding a dolphin)
calliopeWhenHeldInTheHand,Calliope (when held in the hand)
communicationBetweenMen,communication between men
conflictWithIdeasBeliefsAPortionOfOneself,"conflict with ideas, beliefs, a portion of oneself"
dispensationOfJustice,dispensation of justice
engineering,engineering
euphemismForFemalePubicHair,euphemism for female pubic hair
formerlyAnEmblemOfGermany,formerly an emblem of Germany
illusions,illusions
intellectualAndMilitaryGlory,intellectual and military glory
placeOfRegenerationProcreationBirthDeath,"place of regeneration, procreation, birth, death"
powersOfLifeAndDeath,powers of life and death
romanEmperorsAndGovernorsOfProvinces,Roman emperors and governors of provinces
selfCenteredness,self-centeredness
skillEspeciallyInCastleBuilding,skill (especially in castle building)
theBattleBetweenLifeAndDeathRespectively,the battle between life and death respectively
theChristianWhoMakesSacrificesForTheSakeOfHisSpiritualLife,the Christian who makes sacrifices for the sake of his spiritual life
theLadderToHeaven,the ladder to heaven
theLowerInstincts,the lower instincts
theVirginMaryAndChristRespectively,the Virgin Mary and Christ respectively
usuallyAFavorableSymbol,usually a favorable symbol
victoryAtThePythianGames,victory at the Pythian games
winnerAtThePythianGames,winner at the Pythian games
wonder,wonder
worldTree,World Tree
ahuraMazda,Ahura Mazda
amenRa,Amen-Ra
demons,demons
distinctionInLiteratureOrMusic,distinction in literature or music
fertilization,fertilization
peacefulness,peacefulness
theMagicNumberOfNebo,the magic number of Nebo
thePlanetsMarsUranus,"the planets Mars, Uranus"
theRacesResultingFromNoah,the races resulting from Noah
theTransmutationWhichTakesPlaceWhenAManBecomesConsciousOfTheNecessityToFollowThePathOfInitiationAndFirstPerceivesThatTheGoalIsInGod,the transmutation which takes place when a man becomes conscious of the necessity to follow the path of initiation and first perceives that the goal is in God
theWhole,the whole
thinking,thinking
totalityOfTheUniverse,totality of the universe
violentPassions,violent passions
angels,angels
goodDeeds,good deeds
goodHealth,good health
paradiseRegained,paradise regained
