concept,label
persephoneProserpine,Persephone/Proserpine
promptness,promptness
readinessToDoBusiness,readiness to do business
religiousRemembrance,religious remembrance
restlessExhilaration,restless exhilaration
sacredToIsis,sacred to Isis
sociability,sociability
surrenderingOneself,surrendering oneself
theAristocracy,the aristocracy
theBeginningOfACycle,the beginning of a cycle
theBirdOfParadise,the Bird of Paradise
theEndOfDay,the end of day
theImperialFamily,the Imperial Family
theRenunciationOfGoodFellowship,the renunciation of good fellowship
theSorrowOfAllCreation,the sorrow of all creation
theSoulTurningToChrist,the soul turning to Christ
wanderingSpirit,wandering spirit
argentina,Argentina
chattering,chattering
christ,Christ
christ,Christ
danger,danger
danger,danger
daphne,Daphne
daring,daring
darkness,darkness
death,death
death,Death
devotion,devotion
dignity,dignity
domesticity,domesticity
domesticity,domesticity
egotism,egotism
execution,execution
faro,Faro
fertility,fertility
foodOfImmortality,food of immortality
gratitude,gratitude
homage,homage
aBeautifulWomanNormallyTenderButFierceInDefenseOfHerYoung,"a beautiful woman, normally tender, but fierce in defense of her young"
adorationOfGod,adoration of God
adorationOfGod,adoration of God
aMysticPlant,a mystic plant
animalCunning,animal cunning
baseOrInvolutiveLife,base or involutive life
beatitude,beatitude
changFei,Chang Fei
associatingAnObjectWithSolarPowerDivinePowerAndOrThePowerOfFire,"associating an object with solar power, divine power and/or the power of fire"
birthAndRebirth,birth and rebirth
conjugalFelicity,conjugal felicity
consideredAnAphrodisiac,considered an aphrodisiac
cosmicLife,cosmic life
crucifixionOfChrist,crucifixion of Christ
feminineCreativePower,feminine creative power
gentilesAndJewsRespectively,Gentiles and Jews respectively
heraclesHercules,Heracles/Hercules
imbecility,imbecility
insatiableSexuality,insatiable sexuality
li,Li
mardiGras,Mardi Gras
martialFerocity,martial ferocity
mentalOrSpiritualDisharmonyOrDisorder,mental or spiritual disharmony or disorder
militaryStrength,military strength
painters,painters
papalAuthority,papal authority
remorselessness,remorselessness
shroveTuesday,Shrove Tuesday
theAbilityToSavePeopleFromTheDevil,the ability to save people from the devil
theDeadManSHand,the dead man’s hand
theLevelsIndicateTheDegreesOfAscentToHeaven,the levels indicate the degrees of ascent to heaven
theLowestFormOfAnimalLife,the lowest form of animal life
thePowerOfWaters,the power of waters
theSweetInfluenceOfChrist,the sweet influence of Christ
theThreeLevelsOfThePsyche,the three levels of the psyche
theVitalityOfBaseForces,the vitality of base forces
watiKutjari,Wati-Kutjari
art,art
authority,authority
brahma,Brahma
buddhism,Buddhism
buddhism,Buddhism
colorado,Colorado
conjugalFidelity,conjugal fidelity
conjugalFidelity,conjugal fidelity
conjugalFidelity,conjugal fidelity
conjugalFidelity,conjugal fidelity
conjugalHappiness,conjugal happiness
dissolution,dissolution
enlightenment,enlightenment
fertility,fertility
fierceness,fierceness
folly,folly
gethsemane,Gethsemane
goodHealth,good health
honor,honor
illinois,Illinois
immortality,immortality
impetuosity,impetuosity
initiation,initiation
knowledge,knowledge
lifeAndDeath,life and death
longevity,longevity
longevity,longevity
love,love
lust,lust
lust,Lust
michigan,Michigan
mississippi,Mississippi
mystery,mystery
prudence,prudence
prudence,Prudence
purity,purity
purity,purity
purity,purity
renewalOfLife,renewal of life
salvation,salvation
salvation,salvation
secrecy,secrecy
security,security
silence,silence
silence,silence
stLuke,St. Luke
stLuke,St. Luke
stupidity,stupidity
stupidity,Stupidity
theFeminine,the feminine
theFemininePrinciple,the feminine principle
theFemininePrinciple,the feminine principle
theNativity,the Nativity
theUnmovedMover,the unmoved mover
theVirginMary,the Virgin Mary
theVirginMary,the Virgin Mary
theWomb,the womb
treeOfLife,Tree of Life
valor,valor
venusPlanet,Venus (planet)
venusPlanet,Venus (planet)
virginity,virginity
virgo,Virgo
theSun,the sun
theSun,the Sun
thetaTau,Theta Tau
thor,Thor
amaterasu,Amaterasu
amaterasu,amaterasu
progress,progress
progress,progress
prometheus,Prometheus
feeling,feeling
foodOfJohnTheBaptist,food of John the Baptist
forceOfDestruction,force of destruction
happyEvents,happy events
heathen,heathen
heretic,heretic
householdTranquility,household tranquility
inconstancyPersonified,Inconstancy personified
invocationOfProtectiveSpirits,invocation of protective spirits
kappaLambdaChi,Kappa Lambda Chi
masterOfAnimalsAndFish,Master of Animals and Fish
militaryStrategy,military strategy
moko,Moko
partOfTheVirtuesOfWhomItCameFrom,part of the virtues of whom it came from
sabaziosUsuallyOnHisHand,Sabazios (usually on his hand)
seasonalFertilityRites,seasonal fertility rites
seatOfOutburstsOfRageSpitefulThoughts,"seat of outbursts of rage, spiteful thoughts"
seatOfPassionTheSoul,"seat of passion, the soul"
stPaulTheHermit,St. Paul the Hermit
tarrotarroMangarKunjerKunja,"Tarrotarro, Mangar-kunjer-kunja"
theBaserQualitiesOfThePersonality,the baser qualities of the personality
theConversionOfTheNationsToChristianity,the conversion of the nations to Christianity
theHumidPrinciple,the humid principle
theIlluminatingInfluenceOfTheGospel,the illuminating influence of the Gospel
theJudgmentOfGod,the judgment of God
theNewYearFestivities,the New Year festivities
theSourceOfStrength,the source of strength
theWellBalancedFamilyAndSociety,the well-balanced family and society
affection,affection
affection,Affection
ahriman,Ahriman
aLunarAnimal,a lunar animal
benevolence,benevolence
chaos,chaos
chaos,Chaos
deathAndResurrection,death and resurrection
divineInspiration,divine inspiration
divineWisdom,divine wisdom
divineWisdom,divine wisdom
divineWrath,divine wrath
escape,escape
euphemismForVagina,euphemism for vagina
evil,evil
falseProphet,false prophet
fecundity,fecundity
fertility,fertility
godSProvidence,God’s providence
godSWord,God’s word
guardianship,guardianship
health,health
health,Health
hermes,Hermes
icthyocentaurs,icthyocentaurs
icthyocentaurs,icthyocentaurs
idolatry,idolatry
immobility,immobility
impiety,impiety
impiety,Impiety
inactivity,inactivity
kindliness,kindliness
lechery,lechery
liberty,liberty
lust,lust
lust,Lust
malice,malice
messengerOfTheGods,messenger of the gods
nina,Nina
piety,piety
piety,Piety
power,power
power,Power
rebirth,rebirth
regeneration,regeneration
rejuvenation,rejuvenation
religion,religion
religion,Religion
resurrection,resurrection
scourge,scourge
security,security
seduction,seduction
serapis,Serapis
silence,silence
spring,spring
spring,Spring
stBenedict,St. Benedict
strength,strength
strength,Strength
subservience,subservience
theBody,the body
theDevil,the devil
theDevil,the Devil
thePersonificationsOfLogic,the personifications of Logic
thePowerOfEvil,the power of evil
theScholar,the scholar
theVirginMary,the Virgin Mary
theWord,the Word
wisdom,wisdom
wisdom,wisdom
wisdom,Wisdom
wisdom,Wisdom
pride,pride
pride,Pride
purity,purity
sincerity,sincerity
socialHarmony,social harmony
sovereignty,sovereignty
splendor,splendor
ssBarnabas,SS Barnabas
stAugustineOfHippo,St. Augustine of Hippo
strategy,strategy
strength,strength
strength,Strength
talaGoddess,Tala (goddess)
taurus,Taurus
theArchangelCassiel,the archangel Cassiel
theArchangelRaphael,the archangel Raphael
theFeminine,the feminine
theHolySpirit,the Holy Spirit
theSun,the sun
theSun,the sun
theSun,the Sun
theSun,the Sun
theUnconscious,the unconscious
theVirginMary,the Virgin Mary
theWomb,the womb
theWorld,the world
theWorld,the world
theWorld,the World
theWorld,the World
vigor,vigor
virginity,virginity
vulva,vulva
winter,Winter
divineRevelation,divine revelation
theFemale,the female
aDund,a dund
aJudge,a judge
attributesAndMessengersOfYama,attributes and messengers of Yama
chairman,chairman
christAsJudge,Christ as Judge
churchAndSynagogueRespectively,Church and Synagogue respectively
demeterCeres,Demeter/Ceres
demeterCeres,Demeter/Ceres
cainAndAbel,Cain and Abel
cainAndAbel,Cain and Abel
counselors,counselors
deviation,deviation
egoAndAlterEgo,ego and alter ego
enemyOfTheNagas,enemy of the Nagas
enlightenmentAndWisdom,enlightenment and wisdom
equipoiseOrSometimesMerelyOrnament,"equipoise, or, sometimes merely ornament"
formsOfTheSunWhichWillAllAppearTogetherAtTheEndOfACycleAsManifestationsOfUnity,"forms of the sun, which will all appear together at the end of a cycle as manifestations of Unity"
frekiAndGeri,Freki and Geri
guardsOfTheGoldenFleece,guards of the Golden Fleece
helpAndStrength,help and strength
hunahpuAndXbalanque,Hunahpu and Xbalanque
ibeji,Ibeji
isimud,Isimud
jacobAndEsau,Jacob and Esau
judging,judging
lachmuAndLachamu,Lachmu and Lachamu
marRallang,Mar’rallang
messengersForOdin,messengers for Odin
metatronAndSandalphon,Metatron and Sandalphon
nara,Nara
narayana,Narayana
omenOfPovertyAndUnhappiness,omen of poverty and unhappiness
oppositesThatHaveAComplementaryAndOpposingFunctionLifeDeathSunriseSunset,"opposites that have a complementary and opposing function (life/death, sunrise/sunset)"
osirisAndSet,Osiris and Set
quarrelingTheologians,quarreling theologians
readinessForCombat,readiness for combat
revolutionOfTheUniverse,revolution of the universe
shuAndTefnut,Shu and Tefnut
the12EpistlesOfStPaul,the 12 Epistles of St. Paul
theAlci,the Alci
theApostlesLambWithARowOfSheep,the Apostles lamb with a row of sheep
theBirdOfLife,the Bird of Life
theCombinationOfEmperorAndSage,the combination of Emperor and Sage
theDadophoroi,the dadophoroi
theReciprocalCreativeActionOfYinAndYang,the reciprocal creative action of yin and yang
theTempleOfJerusalem,the Temple of Jerusalem
theTempleOfJerusalem,the Temple of Jerusalem
theTwinSpirit,the Twin Spirit
theTwoFingersOfHorusExtendedToHelpMountTheLadderFromThisWorldToTheNext,the two fingers of Horus extended to help mount the ladder from this world to the next
theZodiacThe12ToneMusicalScale,"the zodiac, the 12 tone musical scale"
usuallyABadOmen,usually a bad omen
abnormality,abnormality
castorAndPollux,Castor and Pollux
castorAndPollux,Castor and Pollux
chastity,chastity
chastity,Chastity
christAsTheLightOfTheWorld,Christ as the light of the world
death,death
death,Death
dissembling,dissembling
eternity,eternity
february,February
involutionAndEvolution,involution and evolution
irregularity,irregularity
janus,Janus
theInitiationOfAShaman,the initiation of a shaman
theMoiraeFatesEspeciallyClotho,the Moirae/Fates (especially Clotho)
theMultiplicityOfTheManifestWorldAndTheRestorationOfPrimordialUnity,the multiplicity of the manifest world and the restoration of primordial unity
theSpiritDarkenedByIgnorance,the spirit darkened by ignorance
transcendentAndUniqueEssence,transcendent and unique essence
unburdeningTheUnconscious,unburdening the unconscious
weaving,weaving
zagreus,Zagreus
amenRa,Amen-Ra
aries,Aries
arunachalPradesh,Arunachal Pradesh
asceticism,asceticism
assam,Assam
bereavement,bereavement
childbirth,childbirth
childbirth,childbirth
creation,creation
creation,Creation
debauchery,debauchery
degeneration,degeneration
degeneration,degeneration
dionysusBacchus,Dionysus/Bacchus
disintegration,disintegration
disintegration,disintegration
divinity,divinity
fame,fame
fame,Fame
fate,fate
fate,Fate
heaven,heaven
industry,industry
involution,involution
isis,Isis
life,life
lossOfUnity,loss of unity
lossOfUnity,loss of unity
love,love
lowWork,low work
luck,luck
madness,madness
mourning,mourning
osiris,Osiris
penitence,penitence
penitence,penitence
pitfall,pitfall
protection,protection
ra,Ra
rebirth,rebirth
regression,regression
regression,regression
renewal,renewal
renewalOfLife,renewal of life
renewalOfLife,renewal of life
resurrection,resurrection
salute,salute
sexualPassion,sexual passion
shiva,Shiva
sin,sin
spinning,spinning
stGenevieve,St. Genevieve
stLaurence,St. Laurence
strength,strength
strength,Strength
theGrave,the grave
theVirginMaryAtTheAnnunciation,the Virgin Mary at the Annunciation
time,time
transformation,transformation
underworldDeities,underworld deities
vairocana,Vairocana
venusPlanet,Venus (planet)
wealth,wealth
woman,woman
aFavoriteSon,a favorite son
aHallowedAndFreshStart,a hallowed and fresh start
aLoverIsIndifferent,a lover is indifferent
aReluctantProphet,a reluctant prophet
aRiverGod,a river god
asylum,asylum
cecrops,Cecrops
communicationBetweenGodAndMan,communication between God and man
bulk,bulk
decision,decision
drivingAdamAndEveOutOfEden,driving Adam and Eve out of Eden
expansion,expansion
gin,gin
intellectualWill,intellectual will
lackOfWisdom,lack of wisdom
mayRepresentTheCuttingOfFamilyTies,may represent the cutting of family ties
misdirectionOfCreativeEnergies,misdirection of creative energies
oneWhoTakesABribe,one who takes a bribe
orange,orange
perfectedEmotions,perfected emotions
precursorOfTheResurrectionOfChrist,precursor of the resurrection of Christ
receptionOfInsightThroughDreams,reception of insight through dreams
religiousConversion,religious conversion
returnToTheBeginning,return to the beginning
risingAboveAdversityThroughInitiative,rising above adversity through initiative
selfRealization,self-realization
soporific,soporific
succor,succor
janus,Janus
libertyPersonified,Liberty personified
marriage,marriage
medea,Medea
naga,Naga
nagina,Nagina
neith,Neith
obadiah,Obadiah
pisces,Pisces
romulusAndRemus,Romulus and Remus
sometimesConsideredUnluckyAndAbandonedAtBirth,sometimes considered unlucky and abandoned at birth
stAugustineOfHippo,St. Augustine of Hippo
stLucy,St. Lucy
stNicholasOfTolentino,St. Nicholas of Tolentino
stOttilia,St. Ottilia
stVincent,St. Vincent
sunriseAndSunset,sunrise and sunset
teaching,teaching
the12TribesOfIsrael,the 12 tribes of Israel
theApostles,the Apostles
theApostles,the Apostles
theApostles,the Apostles
theAshvins,the Ashvins
theDualityOfNature,the duality of nature
theDualNatureOfChrist,the dual nature of Christ
theDualNatureOfChrist,the dual nature of Christ
theDualNatureOfChrist,the dual nature of Christ
theEucharist,the Eucharist
theGatesOfHeaven,the gates of heaven
theUnionOfLovers,the union of lovers
theVirginMary,the Virgin Mary
truthMadeManifest,truth made manifest
yinAndYang,yin and yang
yinAndYang,yin and yang
yoni,yoni
sunAndMoon,sun and moon
theZodiac,the zodiac
black,black
black,black
copper,copper
copper,Copper
cronusSaturn,Cronus/Saturn
capricorn,Capricorn
caution,caution
determination,determination
dionysusBacchus,Dionysus/Bacchus
discipline,discipline
evil,evil
fertility,fertility
folly,folly
justice,justice
justice,justice
justice,Justice
justice,Justice
lead,lead
lust,lust
lust,Lust
lustPersonified,Lust personified
north,North
north,North
oldAge,old age
panFaunus,Pan/Faunus
patience,patience
patience,Patience
perseverance,perseverance
perseverance,perseverance
rebirth,rebirth
righteousness,righteousness
righteousness,righteousness
saturday,Saturday
theArchangelCassiel,the archangel Cassiel
theEarth,the earth
theEarth,the Earth
untamedNature,untamed nature
lasciviousness,lasciviousness
silvanus,Silvanus
theCenter,the center
theCenter,the Center
alcoholism,alcoholism
anInflatedSelfimportance,an inflated selfimportance
annihilationOrDestructionAsOpposedToSimpleVictory,annihilation or destruction as opposed to simple victory
authorityEspeciallyOfTheState,"authority, especially of the state"
buddhistMonastics,Buddhist monastics
changeableDisposition,changeable disposition
ChurchMosqueTempleCosmicCenter,"(church, mosque, temple) Cosmic Center"
maenadsBacchantes,Maenads/Bacchantes
monks,monks
ancientKnowledge,ancient knowledge
deathOfSensualUnenlightenedMan,death of sensual unenlightened man
domesticVirtues,domestic virtues
dreariness,dreariness
earth,earth
earth,Earth
enteredByADeityToRevealHimself,entered by a deity to reveal himself
exhaustionInsufficientStrength,"exhaustion, insufficient strength"
healthPersonified,Health personified
judeEspeciallyWhenMastIsCrossShaped,Jude (especially when mast is cross shaped)
lifeDefunct,life defunct
lightning,lightning
lossOfGoodReputation,loss of good reputation
transitoriness,Transitoriness
truth,truth
truth,Truth
vanity,vanity
vanity,Vanity
vulva,vulva
watchfulness,watchfulness
wholeness,wholeness
youth,youth
youth,youth
youth,Youth
youth,Youth
goodWishes,good wishes
halloween,Halloween
theDevil,the devil
theDevil,the Devil
theDevil,the Devil
torture,torture
trickery,trickery
ugliness,ugliness
vanity,vanity
vanity,Vanity
venom,venom
water,water
water,Water
obstinacy,obstinacy
october,October
plutoDwarfPlanet,Pluto (dwarf planet)
torment,torment
vulva,vulva
yin,yin
stChristopher,St. Christopher
timidity,timidity
vulva,vulva
wantonness,wantonness
wantonness,Wantonness
helplessness,helplessness
stAnthonyOfPadua,St. Anthony of Padua
superiority,superiority
affection,affection
affection,Affection
cain,Cain
chivalry,chivalry
destiny,destiny
entanglement,entanglement
immortality,immortality
infinity,infinity
kansas,Kansas
life,life
longevity,longevity
love,love
love,love
marriage,marriage
marsPlanet,Mars (planet)
peace,peace
peace,Peace
protection,protection
protection,protection
reconciliation,reconciliation
stJude,St. Jude
union,union
unity,unity
virginity,virginity
difficulty,difficulty
fellowship,fellowship
goodWill,good will
illinois,Illinois
imitation,imitation
impudence,impudence
inconstancy,inconstancy
inconstancy,Inconstancy
inquisitiveness,inquisitiveness
judas,Judas
lechery,lechery
lucky,lucky
luxury,luxury
melancholy,melancholy
melancholy,Melancholy
mischief,mischief
mother,mother
nature,nature
obscenity,obscenity
oneOfTheThreeSenselessCreaturesOfChineseBuddhism,one of the Three Senseless Creatures of Chinese Buddhism
oneWhoBringsOrderOutOfChaos,one who brings order out of chaos
promiscuity,promiscuity
raiden,Raiden
solomon,Solomon
stAnthonyTheGreat,St. Anthony the Great
stBrendan,St. Brendan
stBrendan,St. Brendan
stBrendan,St. Brendan
stHelena,St. Helena
stMatthew,St. Matthew
stPeterMartyr,St. Peter Martyr
stRomuald,St. Romuald
stThomasAquinas,St. Thomas Aquinas
supernaturalBeing,supernatural being
theBookIsUsuallyTheRuleOfTheOrder,the book is usually the rule of the order
westVirginia,West Virginia
knightErrant,knight errant
lasciviousness,lasciviousness
pettiness,pettiness
scylla,Scylla
scylla,Scylla
stAnthonyOfPadua,St. Anthony of Padua
thePersonificationsOfAbundance,the personifications of Abundance
thesisAndAntithesis,thesis and antithesis
theSun,the sun
theSun,the Sun
theUnitedStates,the United States
theVirginMary,the Virgin Mary
theWorld,the world
theWorld,the World
unregenerateMan,unregenerate man
war,war
wisdom,wisdom
wisdom,Wisdom
zeal,zeal
july,July
shyness,shyness
stElizabethOfHungary,St. Elizabeth of Hungary
aBoxerInAncientTimes,a boxer in ancient times
Anger,anger
anythingRedHadHealingQualities,anything red had healing qualities
ares,Ares
beneficentGenii,beneficent Genii
cardinalSVestments,cardinal’s vestments
colorOfPentecostAllSaintsDayFeastsOfMartyrs,"color of Pentecost, All Saints Day, feasts of martyrs"
communionWafer,communion wafer
christSPassion,Christ’s passion
christSPassion,Christ’s Passion
dawnDeities,dawn deities
dedications,dedications
facingTheUnknownTheNecessityForMakingADecisionAPartingOfTheWays,"facing the unknown, the necessity for making a decision, a parting of the ways"
harmfulness,harmfulness
honeyGreedForPowerAndWealth,honey greed for power and wealth
indicatedTheHolinessOfAPersonStillLiving,indicated the holiness of a person still living
leftWingPolitics,left-wing politics
lifeEnergy,life energy
matureMen,mature men
omenOfGoodHunting,omen of good hunting
omenOfTheDeathOfTheRoyalFamilyAndTheFallOfBritain,omen of the death of the royal family and the fall of Britain
priestlyDignity,priestly dignity
primitiveWildness,primitive wildness
revolutionaries,revolutionaries
sacrifice,sacrifice
seljuks,Seljuks
sentiment,sentiment
theActiveMasculinePrincipleAsOpposedToPurpleWhichIsTheRoyalAndPassivePrinciple,the active masculine principle as opposed to purple which is the royal and passive principle
theBloodOfCalvary,the blood of Calvary
theBodyOfMan,the body of man
theDesireToConvertBarbarians,the desire to convert barbarians
theFifthHeaven,the Fifth Heaven
theFireOfPentecost,the fire of Pentecost
theHeathen,the heathen
theLuckiestOfColors,the luckiest of colors
theMostRationalSecureAndRegularOfGeometricForms,"the most rational, secure, and regular of geometric forms"
theOttomans,the Ottomans
theRajasAsExpansionInManifestation,the rajas as expansion in manifestation
theRedHorseman,the red horseman
theRedLionOrRedDragon,the Red Lion or Red Dragon
theSacrificeOfIsaac,the sacrifice of Isaac
theTairaClan,the Taira clan
theThirdStageInTheGreatWork,the third stage in the Great Work
theZenithPointOfColor,the zenith point of color
unpretendingExcellence,unpretending excellence
victoriousPower,victorious power
youngMothers,young mothers
aCardinal,a cardinal
amitabha,Amitabha
anger,anger
baal,Baal
bacchus,Bacchus
creativeForce,creative force
cruelty,cruelty
daniel,Daniel
daylight,daylight
death,death
death,Death
divineZeal,divine zeal
evil,evil
evil,evil
gnosis,gnosis
goodOmen,good omen
guidance,guidance
humanLove,human love
initiates,initiates
intelligenceOrderAndUnity,"intelligence, order, and unity"
intrepidness,intrepidness
longevity,longevity
longevity,longevity
loveOfGod,love of God
lucky,lucky
lucky,lucky
martyrs,martyrs
persia,Persia
perversion,perversion
power,power
power,Power
procreation,procreation
reconciliation,reconciliation
resurrection,resurrection
revolution,revolution
skyGods,sky gods
ssAnne,SS Anne
1,-1-
1,1
12,-12-
12,12
18,-18
18,-18-
18,18
2,-2
2,-2-
2,2
7,-7
7,-7-
7,7
adam,Adam
bellona,Bellona
cancer,Cancer
catherineOfAlexandria,Catherine of Alexandria
chastity,chastity
chastity,chastity
chastity,Chastity
chastity,Chastity
clearQuartz,clear quartz
conductorOfSouls,conductor of souls
courage,courage
dedication,dedication
disgracefulDeath,disgraceful death
divineMessenger,divine messenger
dogs,dogs
ephemeralBeauty,ephemeral beauty
feminineGrace,feminine grace
femininity,femininity
fertility,fertility
fluorite,fluorite
fluorite,Fluorite
heavenlyBliss,heavenly bliss
holiness,holiness
honor,honor
iShareYourSentiments,I share your sentiments
justinaOfPadua,Justina of Padua
magicProtection,magic protection
margaretOfAntioch,Margaret of Antioch
merit,merit
mohammed,Mohammed
november,November
owls,owls
owls,Owls
peace,peace
peace,Peace
pearls,pearls
perseus,Perseus
priapus,Priapus
refinement,refinement
shiva,Shiva
strength,strength
strength,Strength
theCreator,the creator
theCreator,the Creator
theCrucifixion,the Crucifixion
theMoon,the moon
theMoon,the Moon
truth,truth
truth,Truth
valor,valor
virginity,virginity
war,war
west,West
willows,willows
fellowship,fellowship
monday,Monday
subtlety,subtlety
theHigherSelf,the higher self
aDisorderedConditionInTheSoul,a disordered condition in the soul
alwaysLovely,always lovely
ancientWisdomSpirituality,"ancient wisdom, spirituality"
anEmanationOfTheDivineSpirit,an emanation of the divine spirit
aversion,aversion
christAsThePowerOfTheWorld,Christ as the power of the world
Clat,éclat
ILoveYouInAmericanSignLanguage,“I love you” in American Sign Language
Royalty,royalty
TheDeathOfTheFormerSelf,the death of the former self
anthonyOfPadua,Anthony of Padua
communicationWithHeaven,communication with heaven
conflictWithPartsOfOneself,conflict with parts of oneself
corruptionOrPerversionOfTheNaturalOrder,corruption or perversion of the natural order
dwellingOfTheGreatSpirit,dwelling of the Great Spirit
endOfAFamilyLine,end of a family line
endowsTheWearerWithTheCharacteristicsOfTheAnimal,endows the wearer with the characteristics of the animal
fumigantToScareOffEvilSpirits,fumigant to scare off evil spirits
heraclesHercules,Heracles/Hercules
heraclesHercules,Heracles/Hercules
heraclesHercules,Heracles/Hercules
homageToADeity,homage to a deity
iAttachMyselfToYou,I attach myself to you
impliesPermanence,implies permanence
jesusChristAsTheOneWayToSalvation,Jesus Christ as the one way to salvation
latinInitialsForIesusNazarenusRexIudaeorumJesusOfNazarethKingOfTheJewsATitleOriginallyGivenByPontiusPilate,"Latin initials for Iesus Nazarenus Rex Iudaeorum (Jesus of Nazareth, King of the Jews), a title originally given by Pontius Pilate"
lesson,lesson
longingForUnionWithOneSOwnSelf,longing for union with one’s own self
orINRI,or @I.N.R.I. @
aMagicWood,a magic wood
alphaPhiOmega,Alpha Phi Omega
conquestOfTheImpossible,conquest of the impossible
discordia,Discordia
discordPersonified,Discord personified
dwellingPlaceOfTheSelf,dwelling place of the Self
eris,Eris
gasparTheMagus,Gaspar the magus
hamon,Hamon
hiranyagarbha,Hiranyagarbha
materialismInsteadOfSpirituality,materialism instead of spirituality
materialismInsteadOfSpiritualityTheRecurringTemptationToWorshipWealthPowerSensuality,"materialism instead of spirituality, the recurring temptation to worship wealth, power, sensuality"
milkOfThePoor,milk of the poor
occasionallyWinter,"occasionally, Winter"
safePassageThroughTheUnderworldForAeneas,safe passage through the underworld for Aeneas
theBeginningOfTheRainySeason,the beginning of the rainy season
theChIngDynasty,the Ch’ing dynasty
theIneffable,the ineffable
theLightThatEnablesExplorationOfTheUnderworldWithoutHarmToTheSoul,the light that enables exploration of the underworld without harm to the soul
theLinkBetweenThisWorldAndTheNext,the link between this world and the next
thePriestOfDianaOnLakeNemiWonHisOfficeByKillingHisPredecessorWithAGoldenBough,the priest of Diana on Lake Nemi won his office by killing his predecessor with a golden bough
theRaysOfTheSettingSunNeededByASunHeroToEnterTheUnderworld,the rays of the setting sun needed by a sun hero to enter the underworld
theRecurringTemptationToWorshipWealth,the recurring temptation to worship wealth
theSpiritBindingEarthAndHeaven,the spirit binding earth and heaven
theSpiritBindingEarthToHeaven,the spirit binding earth to heaven
theSunAndMoonRespectively,the sun and moon respectively
theSunAndReasonRespectively,the sun and reason respectively
theSunLaidOnTheWatersOfChaosByThePrimevalGoose,the sun (laid on the waters of chaos by the primeval goose)
theSunLaidOnTheWatersOfChaosByThePrimevalGoose,"the sun, laid on the waters of Chaos by the primeval goose"
twoAspectsOfTheSameCosmicReality,two aspects of the same cosmic reality
ultimateAuthorityPowerWisdom,"ultimate authority, power, wisdom"
vigilancePersonifiedAndOfTheHarpiesThatAccompanyAvaricePersonified,Vigilance personified and of the harpies that accompany Avarice personified
alaska,Alaska
anguilla,Anguilla
aquarius,Aquarius
astronomyPersonified,Astronomy personified
autumn,Autumn
baal,Baal
california,California
capricorn,Capricorn
december,December
desire,desire
discord,discord
discord,discord
eaOannes,Ea-Oannes
elijah,Elijah
england,England
error,error
error,Error
evil,evil
greatBritain,Great Britain
highOffice,high office
idunn,Idunn
immortality,immortality
immortality,immortality
initiation,initiation
intuition,intuition
johnTheBaptist,John the Baptist
knowledge,knowledge
likho,Likho
magicWand,magic wand
malice,malice
mischief,mischief
newZealand,New Zealand
northernIreland,Northern Ireland
palacesAndMosques,palaces and mosques
power,power
power,Power
rank,rank
rebirth,rebirth
scotland,Scotland
slander,slander
slander,Slander
strength,strength
strength,Strength
sunshine,sunshine
terror,terror
terror,Terror
theAnnunciation,the Annunciation
theArchangelMetatron,the archangel Metatron
theArchangelUriel,the archangel Uriel
theCrescentMoon,the crescent moon
theEpiphany,the Epiphany
theHesperides,the Hesperides
theHolyGrail,the Holy Grail
theLunar,the lunar
theSupernatural,the supernatural
theTreeOfLife,the Tree of Life
theUnitedKingdom,the United Kingdom
theUnitedKingdom,the United Kingdom
theVirginMary,the Virgin Mary
theWill,the will
theWordOfGod,the word of God
theWordOfGod,the Word of God
triviality,triviality
virginity,virginity
virginity,virginity
virtue,virtue
virtue,virtue
virtue,Virtue
metaphorForGod,metaphor for God
nommo,Nommo
omenOfUnfavorableChange,omen of unfavorable change
omenOfWar,omen of war
passionsOfTheSoul,passions of the soul
perfectExcellence,perfect excellence
psychicDisruption,psychic disruption
rewardedEffort,rewarded effort
ripening,ripening
sacrifice,sacrifice
theConquestOfTheSpiritOverTheHeart,the conquest of the spirit over the heart
theDevilInFemaleForm,the devil in female form
theFiveDhyaniBuddhas,the five dhyani Buddhas
theGoodWorksOfTheRighteous,the good works of the righteous
theGuardOnTheBridgeToTheUnderworld,the guard on the bridge to the underworld
theHumblenessOfTheTrulySpiritual,the humbleness of the truly spiritual
theJewIsRebellionPersonified,the Jew is Rebellion personified
thePillarWhereChristWasScourged,the pillar where Christ was scourged
thePlanesOfExistence,the planes of existence
theRiverOfOblivionInHades,the river of oblivion in Hades
theSuddenInroadsOfTheUnconscious,the sudden inroads of the unconscious
unleashingOfCreativeActivity,unleashing of creative activity
warWithinOneself,war within oneself
abundance,abundance
abundance,Abundance
aristocracy,aristocracy
bondage,bondage
coition,coition
corruption,corruption
creation,creation
creation,Creation
death,death
death,death
death,Death
death,Death
delaware,Delaware
dignity,dignity
divinePunishment,divine punishment
emptiness,emptiness
endurance,endurance
fertility,fertility
fertility,fertility
filialPiety,filial piety
filialPiety,filial piety
filialPiety,filial piety
filialPiety,filial piety
fruitsOfTheSpirit,fruits of the spirit
fruitsOfTheSpirit,fruits of the spirit
goodWorks,good works
hermesMercury,Hermes/Mercury
immortality,immortality
jealousy,jealousy
joy,joy
longevity,longevity
longevity,longevity
longevity,longevity
lowliness,lowliness
maturity,maturity
maturity,Maturity
nabu,Nabu
obedience,obedience
