symbol,concept,contexts,types
lookingIntoWater,contemplation,generalOrUnknown,Simulation
monasticSGirdle,continence,christian,Simulation
peeringIntoAWell,contemplation,generalOrUnknown,Simulation
plate,containment,generalOrUnknown,Simulation
pyramidalBellflower,constancy,flowerLanguage,Simulation
scroll,contract,generalOrUnknown,Simulation
shipSWheelSteeringWheel,control,generalOrUnknown,Simulation
thumbToTheNoseOrBitingTheThumb,contempt,generalOrUnknown,Simulation
tyingAKnot,contract,generalOrUnknown,Simulation
feather,contemplation,generalOrUnknown,Simulation
featheredStick,contemplation,toltec,Simulation
fir,constancy,generalOrUnknown,Simulation
fishing,contemplation,generalOrUnknown,Simulation
forgetMeNot,constancy,generalOrUnknown,Simulation
geese,constancy,generalOrUnknown,Simulation
guanyin,contemplation,buddhist,Simulation
hare,contemplation,jewish,Simulation
hermit,contemplation,generalOrUnknown,Simulation
highPriestessTarot,contemplation,generalOrUnknown,AssociationSimulation
hill,constancy,generalOrUnknown,Simulation
ironMetal,constancy,generalOrUnknown,Simulation
lavenderPlant,constancy,heraldic,Simulation
lion,contemplation,christian,EmblematicSimulation
lozengeShapeTheFemininePrinciple,constancy,heraldic,Simulation
lyre,contemplation,heraldic,Simulation
marigold,constancy,generalOrUnknown,Simulation
middleFingerUpraised,contempt,generalOrUnknown,Simulation
monks,contemplation,generalOrUnknown,Simulation
mountain,constancy,generalOrUnknown,Simulation
myrtle,constancy,generalOrUnknown,Simulation
mysticKnotOfVishnu,continuity,hindu,Simulation
nuns,contemplation,generalOrUnknown,Simulation
oldMan,contemplation,generalOrUnknown,Simulation
onVestments,constancy,jewish,Simulation
pillar,constancy,heraldic,Simulation
pine,constancy,chinese,Simulation
plait,continuity,generalOrUnknown,Simulation
poleStar,constancy,generalOrUnknown,Simulation
black,constancy,generalOrUnknown @ heraldic,AssociationSimulation @ Simulation
diamondGem,constancy,christian @ french,Simulation
harp,contemplation,generalOrUnknown @ heraldic @ jewish,Simulation
phoenix,constancy,christian @ generalOrUnknown,Simulation
ring,continuity,generalOrUnknown,Simulation
rock,constancy,generalOrUnknown,Simulation
rosemary,constancy,generalOrUnknown @ heraldic,Simulation
salamander,constancy,heraldic,Simulation
scorpion,contempt,generalOrUnknown,Simulation
squareShape,constancy,heraldic,Simulation
squareTool,constancy,heraldic,Simulation
stars,constancy,generalOrUnknown,Simulation
stocksRestraint,constancy,generalOrUnknown,Simulation
stringOfBeads,continuity,generalOrUnknown,Simulation
taoism,contemplation,generalOrUnknown,Simulation
thread,continuity,generalOrUnknown,Simulation
thumbBetweenClosedFirstAndSecondFingers,contempt,generalOrUnknown,Simulation
tulip,constancy,generalOrUnknown,Simulation
turtleDove,constancy,generalOrUnknown @ grecoRoman,Simulation
venusPlanet,desires,generalOrUnknown,AssociationSimulation
web,despair,generalOrUnknown,Simulation
wind,desire,generalOrUnknown,Simulation
yew,despair,flowerLanguage,Simulation
ultimaThule,desire,grecoRoman,Simulation
sardonyx,charm,generalOrUnknown,ProtectionSimulation
seaweed,charm,japanese,Simulation
violetFlower,chastity,generalOrUnknown,Simulation
white,chastity,christian @ generalOrUnknown,AssociationSimulation
whiteRobe,chastity,generalOrUnknown,Simulation
whiteRose,charm,heraldic,Simulation
whiteRose,chastity,christian,Simulation
willow,charm,chinese,Simulation
wingedDisk,charm,generalOrUnknown,ProtectionSimulation
yellowJasper,charm,generalOrUnknown,Simulation
yellowJasper,charm,generalOrUnknown,Simulation
yellowJasper,charm,generalOrUnknown,Simulation
zircon,charm,generalOrUnknown,Simulation
zircon,charm,generalOrUnknown,Simulation
veil,chastity,christian @ generalOrUnknown,Simulation
water,baptism,generalOrUnknown @ christian,Simulation
well,baptism,generalOrUnknown,Simulation
womb,beginning,generalOrUnknown,Simulation
aspenLeaves,determination,heraldic,Simulation
humblePlant,despondency,flowerLanguage,Simulation
18,destruction,kabalistic,AssociationSimulation
3,destiny,generalOrUnknown,RelatednessSimulation
60,destiny,generalOrUnknown,AssociationSimulation
autumn,deterioration,generalOrUnknown,Simulation
axe,destruction,christian,Simulation
bamboo,devotion,japanese,Simulation
batteringRam,destruction,generalOrUnknown,Simulation
belly,destruction,generalOrUnknown,Simulation
birthmark,destiny,generalOrUnknown,Simulation
blacksmith,destruction,generalOrUnknown,RelatednessSimulation
bloodstone,devotion,generalOrUnknown,Simulation
blue,despondency,generalOrUnknown,Simulation
blue,devotion,generalOrUnknown,Simulation
boar,destruction,grecoRoman,Simulation
breaking,destruction,generalOrUnknown,Simulation
breasts,devotion,generalOrUnknown,Simulation
buzzard,despicability,generalOrUnknown,Simulation
cannon,destruction,generalOrUnknown,Simulation
carbuncleStone,determination,generalOrUnknown,Simulation
carnation,devotion,heraldic,Simulation
catastrophe,destruction,generalOrUnknown,Simulation
coluber,destruction,egyptian,Simulation
corrosion,destruction,generalOrUnknown,Simulation
cosmeticsJar,devi,hindu,AttributeSimulation
counterclockwiseSpiral,destruction,generalOrUnknown,Simulation
deathTarot,destruction,generalOrUnknown,Simulation
dismemberment,destruction,generalOrUnknown,Simulation
dragon,destruction,jewish,AssociationSimulation
echidnaMythology,destruction,greek,Simulation
fawnSkinCloak,devoteesOfDionysusBacchus,grecoRoman,AttributeSimulation
fawnSkinSandals,devoteesOfDionysusBacchus,grecoRoman,AttributeSimulation
flea,despicability,generalOrUnknown,Simulation
gibil,destruction,sumerian,Simulation
harpoon,destruction,generalOrUnknown,Simulation
hood,detachmentFromTheMaterialWorld,generalOrUnknown,Simulation
ivy,despondency,generalOrUnknown,Simulation
kiteBird,despicability,generalOrUnknown,Simulation
multipleHeads,deterioration,generalOrUnknown,Simulation
oilOfALamp,devotion,hindu,Simulation
peruvianHeliotrope,devotion,flowerLanguage,Simulation
prayerBook,devi,hindu,AttributeSimulation
scorpion,destructiveForce,generalOrUnknown,Simulation
scrollWithSevenSeals,destiny,christian,Simulation
serpent,destructiveForce,chinese,Simulation
servant,devotion,generalOrUnknown,Simulation
sevenHeadedDragon,destruction,heraldic,Simulation
trampHobo,detachmentFromTheMaterialWorld,generalOrUnknown,Simulation
willow,desperation,generalOrUnknown,Simulation
withASpreadEagle,devotion,generalOrUnknown,Simulation
fire,destruction,generalOrUnknown,Simulation
fish,determination,norse,Simulation
flamingHeart,devotion,christian,Simulation
flyInsect,destruction,phoenician,Simulation
garnet,devotion,generalOrUnknown,Simulation
hail,destruction,generalOrUnknown,Simulation
hammer,destruction,generalOrUnknown,Simulation
hydra,destruction,heraldic,Simulation
ironHook,devi,hindu,AttributeSimulation
ironMetal,determination,chinese,Simulation
kabalistic,destiny,generalOrUnknown,Simulation
leopard,destruction,generalOrUnknown,Simulation
linen,destiny,generalOrUnknown,Simulation
lion,devi,hindu,AttributeSimulation
millstone,determination,heraldic,Simulation
moleAnimal,destruction,generalOrUnknown,Simulation
moth,destruction,generalOrUnknown,Simulation
mouse,destruction,generalOrUnknown,Simulation
mouth,destruction,generalOrUnknown,Simulation
noose,devi,hindu,AttributeSimulation
prayerBeads,devi,hindu,AttributeSimulation
rat,destruction,generalOrUnknown,Simulation
black,destruction,egyptian @ generalOrUnknown @ islamic,AssociationSimulation
marsPlanet,destruction,generalOrUnknown @ kabalistic,AssociationSimulation @ Simulation
northWind,destruction,generalOrUnknown @ jewish,AssociationSimulation @ Simulation
raven,destruction,egyptian @ jewish,Simulation
rust,destruction,generalOrUnknown,Simulation
salmon,determination,norse,Simulation
saturnPlanet,determination,generalOrUnknown,AssociationSimulation
scissors,destruction,generalOrUnknown,Simulation
scroll,destiny,generalOrUnknown,Simulation
serpent,destruction,christian,Simulation
shiva,destruction,hindu,AssociationSimulation
stars,destiny,generalOrUnknown,Simulation
tablet,destiny,generalOrUnknown,Simulation
tengu,destruction,chinese @ japanese,Simulation
thread,destiny,generalOrUnknown,Simulation
threshing,destruction,generalOrUnknown,Simulation
thunderbird,destruction,northAmericanIndian,AssociationSimulation
agnusdei,christ,generalOrUnknown,EmblematicSimulation
arpaPairiKeDhar,chhattisgarh,generalOrUnknown,Simulation
canciNNacionalChilena,chile,generalOrUnknown,Simulation
chileanRodeo,chile,generalOrUnknown,Simulation
chineseDragon,china,generalOrUnknown,Simulation
coatOfArmsOfChile,chile,generalOrUnknown,Simulation
blueSkyWithAWhiteSun,china,generalOrUnknown,Simulation
bookWithAlphaAndOmegaPrintedOnIt,christ,christian,Simulation
commonHillMyna,chhattisgarh,generalOrUnknown,Simulation
cupOfSolidGold,china,generalOrUnknown,Simulation
flagOfChile,chile,generalOrUnknown,Simulation
heirloomSealOfTheRealm,china,generalOrUnknown,Simulation
historicalChineseAnthems,china,generalOrUnknown,Simulation
lapageria,chile,generalOrUnknown,Simulation
listOfChineseFlags,china,generalOrUnknown,Simulation
nationalAnthemOfChile,chile,generalOrUnknown,Simulation
panda,china,generalOrUnknown,EmblematicSimulation
praiseTheDragonFlag,china,generalOrUnknown,Simulation
southAndeanDeer,chile,generalOrUnknown,Simulation
tuneOfLiZhongtang,china,generalOrUnknown,Simulation
wildWaterBuffalo,chhattisgarh,generalOrUnknown,Simulation
3,childbirth,generalOrUnknown,RelatednessSimulation
3,children,generalOrUnknown,RelatednessSimulation
37,christ,christian,AssociationSimulation
alcove,childbirth,generalOrUnknown,Simulation
alphaAndOmega,christ,generalOrUnknown,Simulation
anchor,christ,christian,Simulation
andeanCondor,chile,generalOrUnknown,Simulation
armor,chivalry,generalOrUnknown,Simulation
axe,chief,celtic,AttributeSimulation
balances,christ,christian,AttributeSimulation
beacon,christ,christian,Simulation
bed,childbirth,generalOrUnknown,Simulation
buttercup,childishness,flowerLanguage,Simulation
caladrius,christ,christian,Simulation
calfCattle,childishness,generalOrUnknown,Simulation
carpenter,christ,christian,Simulation
cedar,christ,christian,Simulation
cherryTree,chivalry,generalOrUnknown,Simulation
chrysanthemum,china,chinese,EmblematicSimulation
closedBookWithSevenSealsAndLamb,christ,christian,Simulation
constantineSLabarum,christ,heraldic,Simulation
cornerstone,christ,generalOrUnknown,Simulation
cowry,childbirth,generalOrUnknown,Simulation
craneBird,christ,christian,Simulation
crossroads,choice,generalOrUnknown,Simulation
daffodil,chivalry,heraldic,Simulation
daisy,christ,christian,AttributeSimulation
dayStar,christ,christian @ generalOrUnknown,Simulation
dew,christ,christian,Simulation
diamondGem,christ,christian,Simulation
dittany,childbirth,generalOrUnknown,AssociationSimulation
dittanyOfCrete,childbirth,flowerLanguage,Simulation
door,christ,christian,Simulation
dragon,china,chinese,EmblematicSimulation
eagle,christ,christian,Simulation
east,childhood,generalOrUnknown,Simulation
east,christ,generalOrUnknown,AssociationSimulation
grapeLeavesOrVine,christ,christian,Simulation
greatYellowDaffodil,chivalry,flowerLanguage,Simulation
helmetFlower,chivalry,flowerLanguage,Simulation
kingcup,childishness,flowerLanguage,Simulation
lambWithCross,christ,christian,Simulation
lambWithNimbus,christ,christian,Simulation
monkshoodPlant,chivalry,flowerLanguage,Simulation
nordic,chief,generalOrUnknown,AttributeSimulation
olderBrother,christ,generalOrUnknown,Simulation
purpleDove,christ,christian,Simulation
rodOfJesse,christ,christian,AttributeSimulation
serpentOnATauCross,christ,christian,Simulation
shoreaRobusta,chhattisgarh,generalOrUnknown,Simulation
sunWithTheLettersIhcInTheMiddle,christ,christian,Simulation
toy,childhood,generalOrUnknown,Simulation
unblemishedCalf,christ,christian,Simulation
falcon,chivalry,heraldic,Simulation
fir,choice,generalOrUnknown,Simulation
fisherman,christ,christian,Simulation
forkInARoadOrPath,choice,generalOrUnknown,Simulation
globeAmaranth,cheerfulness,generalOrUnknown,Simulation
intersection,choice,generalOrUnknown,Simulation
jade,china,chinese,EmblematicSimulation
knight,chivalry,generalOrUnknown,AssociationSimulation
lark,cheerfulness,generalOrUnknown,Simulation
mercuryPlanet,childhood,generalOrUnknown,AssociationSimulation
monkey,cheerfulness,aztecan,AssociationSimulation
morning,childhood,generalOrUnknown,Simulation
myrtle,childbirth,grecoRoman,Simulation
o,children,generalOrUnknown,AssociationSimulation
pimpernel,cheerfulness,flowerLanguage,Simulation
pimpernel,childhood,generalOrUnknown,Simulation
ruleMeasuring,choice,generalOrUnknown,Simulation
seed,children,generalOrUnknown,Simulation
seeSaw,choice,generalOrUnknown,Simulation
sieve,choice,generalOrUnknown,Simulation
spleen,cheerfulness,arabian,Simulation
stringOfBeads,children,generalOrUnknown,Simulation
twoHeads,choice,generalOrUnknown,Simulation
willowBranch,childbirth,sumeroSemitic,Simulation
winnowing,choice,generalOrUnknown,Simulation
zerachielArchangel,children,generalOrUnknown,AssociationSimulation
aMaidenSArmsUpraisedSproutingBranches,chastityPersonified,generalOrUnknown,Simulation
bar,chastity,heraldic,Simulation
boarUnderfoot,chastityPersonified,generalOrUnknown,AttributeSimulation
chariotDrawnByUnicorns,chastityPersonified,generalOrUnknown,AttributeSimulation
alb,chastity,christian,Simulation
amethyst,chastity,generalOrUnknown,Simulation
aphroditeVenus,chastity,grecoRoman,Simulation
beaver,chastity,christian,Simulation
bough,chastity,generalOrUnknown,AttributeSimulation
buttercup,cheerfulness,flowerLanguage,Simulation
camphor,chastity,generalOrUnknown,Simulation
chasteTree,chastity,flowerLanguage,Simulation
chestnut,chastity,christian,Simulation
chrysanthemum,cheerfulness,heraldic,Simulation
cincture,chastity,generalOrUnknown,Simulation
circleOrWheelOfFire,chastity,generalOrUnknown,Simulation
closedBook,chastity,generalOrUnknown,Simulation
clouds,chastity,generalOrUnknown,Simulation
cordOnGarments,chastity,generalOrUnknown,Simulation
crescentMoon,chastity,generalOrUnknown,Simulation
crocus,cheerfulness,generalOrUnknown,Simulation
dove,chastity,generalOrUnknown,AttributeSimulation
edelweiss,chastity,generalOrUnknown,Simulation
elephantWithTrunkHeldUp,cheerfulness,generalOrUnknown,Simulation
emerald,chastity,christian,Simulation
fruitInABowl,chastityPersonified,generalOrUnknown,AttributeSimulation
icicle,chastity,generalOrUnknown,Simulation
magpie,chattering,generalOrUnknown,Simulation
sealedBook,chastity,grecoRoman,Simulation
sparrow,chattering,generalOrUnknown,Simulation
swallowBird,chattering,generalOrUnknown,Simulation
twoEdgedSwordBetweenASleepingManAndWoman,chastity,generalOrUnknown,Simulation
whiteVeil,chastity,generalOrUnknown,Simulation
ermine,chastity,generalOrUnknown,AttributeSimulation @ Simulation
gardenia,chastity,generalOrUnknown,Simulation
garland,chastity,generalOrUnknown,Simulation
gillyflower,chastity,generalOrUnknown,Simulation
girdleCincture,chastity,generalOrUnknown,Simulation
grapes,chastity,generalOrUnknown,Simulation
harp,chastity,heraldic,Simulation
honey,chastity,generalOrUnknown,Simulation
juniper,chastity,generalOrUnknown,Simulation
lapisLazuli,chastity,christian,Simulation
myrrh,chastity,generalOrUnknown,Simulation
nuns,chastity,generalOrUnknown,Simulation
onVestments,chastity,jewish,Simulation
orangeFruit,chastity,generalOrUnknown,Simulation
pearl,chastity,generalOrUnknown,Simulation
phoenix,chastity,generalOrUnknown,Simulation
plumBlossoms,chastity,generalOrUnknown,Simulation
poppy,chastity,generalOrUnknown,Simulation
bayLaurel,chastity,generalOrUnknown @ grecoRoman,Simulation
bee,chastity,egyptian @ generalOrUnknown,Simulation
blossom,chastity,christian @ flowerLanguage,Simulation
blue,chastity,generalOrUnknown @ heraldic,Simulation
elephant,chastity,christian @ generalOrUnknown @ heraldic,Simulation
lily,chastity,generalOrUnknown @ heraldic,Simulation
moon,chastity,generalOrUnknown @ persian,Simulation
salamander,chastity,generalOrUnknown,Simulation
sapphire,chastity,generalOrUnknown,Simulation
shield,chastity,generalOrUnknown,AttributeSimulation
sieve,chastity,generalOrUnknown,AttributeSimulation @ Simulation
silverColorAndMetal,chastity,christian @ generalOrUnknown @ heraldic,Simulation
sistrum,chastity,egyptian,Simulation
snow,chastity,generalOrUnknown,Simulation
spinel,charm,generalOrUnknown,Simulation
stag,chastity,generalOrUnknown,Simulation
steel,chastity,generalOrUnknown,Simulation
stork,chastity,christian @ generalOrUnknown,Simulation
threeKnotsInAEcclesiasticalGirdle,chastity,christian,Simulation
threeKnotsOnAGirdle,chastity,christian,Simulation
topaz,charm,generalOrUnknown,Simulation
topaz,charm,generalOrUnknown,Simulation
topaz,charm,generalOrUnknown,Simulation
topaz,charm,generalOrUnknown,Simulation
tortoise,chastity,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
tourmaline,charm,generalOrUnknown,Simulation
twoDoves,chastity,generalOrUnknown,AttributeSimulation
u,charm,generalOrUnknown,AssociationSimulation
unicorn,chastity,islamic,Simulation
unicorn,chastityPersonified,generalOrUnknown,AttributeSimulation
wolf,corruption,generalOrUnknown,Simulation
yinAndYang,cosmicEgg,generalOrUnknown,Simulation
yoke,control,generalOrUnknown,Simulation
thunderbolt,destruction,hindu,Simulation
trident,destruction,generalOrUnknown,Simulation
typhon,destruction,greek,Simulation
vulture,destruction,generalOrUnknown,Simulation
weapon,destruction,generalOrUnknown,Simulation
web,destiny,generalOrUnknown,Simulation
wheel,destiny,buddhist,Simulation
whirlwind,destruction,generalOrUnknown,Simulation
wind,destruction,generalOrUnknown,Simulation
winePress,destruction,generalOrUnknown,Simulation
anthemOfTheByelorussianSovietSocialistRepublic,belarus,generalOrUnknown,Simulation
barbadianNationalHeroes,barbados,generalOrUnknown,Simulation
barbadosNationalPledge,barbados,generalOrUnknown,Simulation
BelarusianReferendum,belarus,generalOrUnknown,Simulation
caesalpiniaPulcherrima,barbados,generalOrUnknown,Simulation
coatOfArmsOfBarbados,barbados,generalOrUnknown,Simulation
catHeadedWomanWithSistrum,bast,egyptian,Simulation
flagOfBarbados,barbados,generalOrUnknown,Simulation
flyInsect,beelzebub,lordOfTheFlies @ phoenician,Simulation
governmentSealOfBangladesh,bangladesh,generalOrUnknown,Simulation
ilish,bangladesh,generalOrUnknown,Simulation
inPlentyAndInTimeOfNeed,barbados,generalOrUnknown,Simulation
jackfruit,bangladesh,generalOrUnknown,Simulation
jatiyaSangsadBhaban,bangladesh,generalOrUnknown,Simulation
kabaddi,bangladesh,generalOrUnknown,Simulation
listOfBarbadianFlags,barbados,generalOrUnknown,Simulation
martyredIntellectualsMemorial,bangladesh,generalOrUnknown,Simulation
nationalMartyrsMemorial,bangladesh,generalOrUnknown,Simulation
ointmentJar,bastet,egyptian,Simulation
shaheedMinarDhaka,bangladesh,generalOrUnknown,Simulation
solarDisk,bastet,egyptian,Simulation
swadhinataStambha,bangladesh,generalOrUnknown,Simulation
0,beginning,generalOrUnknown,Simulation
10,beginning,generalOrUnknown,AssociationSimulation
8,baptism,christian,Simulation
888,baptism,generalOrUnknown,Simulation
a,beginning,generalOrUnknown,Simulation
aegis,bast,egyptian,AttributeSimulation
alphaGreekLetter,beginning,generalOrUnknown,Simulation
americanIndians,baseForces,generalOrUnknown,Simulation
appleFruit,beginning,generalOrUnknown,Simulation
april,beginning,generalOrUnknown,Simulation
basket,bast,egyptian,AttributeSimulation
basketOfFlowers,basketOfFlowers,chinese,Simulation
bison,baseForces,generalOrUnknown,Simulation
brown,barrenness,generalOrUnknown,Simulation
buffalo,baseForces,generalOrUnknown,Simulation
bush,barrenness,generalOrUnknown,Simulation
cassielArchangel,beech,generalOrUnknown,AssociationSimulation
cat,bast,egyptian,AttributeSimulation
cat,bastet,egyptian,Simulation
chaff,barrenness,generalOrUnknown,Simulation
child,beginning,generalOrUnknown,Simulation
chrism,baptism,christian,Simulation
closedDoor,barrier,generalOrUnknown,Simulation
crossedSwords,battle,generalOrUnknown,Simulation
crow,beginning,generalOrUnknown,AssociationSimulation
crystal,baptism,generalOrUnknown,RelatednessSimulation
dawn,beginning,generalOrUnknown,Simulation
dodderPlant,baseness,flowerLanguage,Simulation
dolphin,barbados,generalOrUnknown,Simulation
door,beginning,generalOrUnknown,Simulation
eagleSScream,battle,generalOrUnknown,Simulation
eightPointedStar,baptism,generalOrUnknown,Simulation
fence,barrier,generalOrUnknown,Simulation
hornedHeaddress,bel,sumeroSemitic,AttributeSimulation
hornOnTheHead,bel,babylonian,AttributeSimulation
lead,baseness,alchemic,Simulation
mango,bangladesh,generalOrUnknown,Simulation
monster,baseForces,generalOrUnknown,Simulation
net,bel,sumeroSemitic,AssociationSimulation
nymphaeaNouchali,bangladesh,generalOrUnknown,Simulation
sevenHeadedMace,battle,sumerian,Simulation
shellDrippingWithWater,baptism,generalOrUnknown,Simulation
twoStagsDrinking,baptism,christian,Simulation
womanWithACatHeadOrBody,bast,egyptian,Simulation
worm,baseness,generalOrUnknown,Simulation
x,barrier,roman,Simulation
fish,baptism,christian,Simulation
font,baptism,christian,Simulation
gray,barrenness,generalOrUnknown,Simulation
hare,beginning,egyptian,Simulation
hippopotamus,behemoth,jewish,Simulation
hops,beer,generalOrUnknown,Simulation
hyssop,baptism,christian,Simulation
immersion,baptism,generalOrUnknown,Simulation
ironMetal,barrenness,malian,AssociationSimulation
johnTheBaptist,baptism,christian,AssociationSimulation
lemon,barrenness,generalOrUnknown,Simulation
lioness,bastet,egyptian,Simulation
lionHeadedWomanWithSolarDiskAndUraeus,bast,egyptian,Simulation
michaelArchangel,beech,generalOrUnknown,AssociationSimulation
myrtle,baptism,mandaean,AttributeSimulation
noahSArk,baptism,generalOrUnknown,Simulation
octagon,baptism,generalOrUnknown,Simulation
openingOrRaisingACurtain,beginning,generalOrUnknown,Simulation
pearl,baptism,christian,Simulation
pelican,barbados,generalOrUnknown,Simulation
redSea,baptism,jewish,Simulation
birch,beginning,celtic @ generalOrUnknown,Simulation
salamander,baptism,generalOrUnknown,Simulation
sand,barrenness,generalOrUnknown,Simulation
sevenSeals,baptism,christian,Simulation
sheet,bed,generalOrUnknown,Simulation
shell,baptism,christian,RelatednessSimulation
sistrum,bastet,egyptian,Simulation
twoFishCrossed,baptism,christian,Simulation
tortoise,divination,generalOrUnknown @ chinese,Simulation
tree,divineWisdom,generalOrUnknown,Simulation
urielArchangel,divineLight,generalOrUnknown,Simulation
buckler,divineDefense,generalOrUnknown,Simulation
clubWithHeartShapedHead,divineOffice,buddhist,Simulation
dianthus,divineLove,generalOrUnknown,Simulation
0,divineEssence,islamic,Simulation
27,divineLight,generalOrUnknown,AssociationSimulation
4,divinity,generalOrUnknown,AssociationSimulation
5,divineWill,generalOrUnknown,AssociationSimulation
6,divinePower,generalOrUnknown,AssociationSimulation
amice,divineHope,christian,Simulation
bear,divineMessenger,ainu,Simulation
beingStruckDumb,divinePunishment,generalOrUnknown,Simulation
bird,divinity,celtic,Simulation
black,divineEssence,islamic,Simulation
bowArchery,divinePower,islamic,Simulation
bramble,divineLove,jewish,Simulation
brightYellow,divineWisdom,generalOrUnknown,Simulation
brightYellow,divinity,christian,AssociationSimulation
buddha,divineWisdom,buddhist,Simulation
burningBush,divineLove,christian,Simulation
carnation,divineLove,generalOrUnknown,Simulation
cowslip,divinity,flowerLanguage,Simulation
crescentMoon,divinity,islamic,Simulation
crescentWithStar,divinity,islamic,Simulation
cross,divinity,bushmen @ khoisan,Simulation
crow,divineProvidence,heraldic,Simulation
crownOfLeaves,divinity,generalOrUnknown,Simulation
crystalBall,divineLight,generalOrUnknown,Simulation
deer,divineMessenger,celtic,Simulation
dew,divineBlessing,generalOrUnknown,Simulation
disk,divinity,chinese,Simulation
doubleSpiral,divinePotentialContainingAllOpposites,chinese,Simulation
dove,divinePower,sumeroSemitic,Simulation
dragonAndPhoenix,divinePotentialContainingAllOpposites,chinese,Simulation
drought,divinePunishment,generalOrUnknown,Simulation
eyes,divineOmniscience,generalOrUnknown,Simulation
flameOnTheHead,divineInspiration,generalOrUnknown,Simulation
flamingMountain,divineInspiration,generalOrUnknown,Simulation
gabrielArchangel,divineMessenger,generalOrUnknown,Simulation
galbanum,divineWisdom,jewish,Simulation
goldRope,divinePower,generalOrUnknown,Simulation
hammer,divineVengeance,generalOrUnknown,Simulation
hordeOfLocusts,divineWrath,christian,Simulation
interlacedSwastikas,divineInscrutability,chinese,Simulation
jasmine,divineHope,generalOrUnknown,Simulation
labyrinth,divineInscrutability,generalOrUnknown,Simulation
lamp,divinePresence,christian,Simulation
light,divineKnowledge,islamic,ManifestationSimulation
lizard,divineInspiration,generalOrUnknown,Simulation
locustInsect,divineWrath,jewish,Simulation
maceWeapon,divineOffice,generalOrUnknown,Simulation
maceWithHeartshapedHead,divineOffice,buddhist,Simulation
oneEye,divineOmniscience,generalOrUnknown,Simulation
palmTree,divineBlessing,christian,Simulation
raven,divineProvidence,heraldic,Simulation
red,divineZeal,generalOrUnknown,Simulation
ruby,divineZeal,generalOrUnknown,Simulation
rudder,divineWill,generalOrUnknown,Simulation
sacredProstitution,divineMarriage,generalOrUnknown,Simulation
scepterWithCircle,divineLight,norse,Simulation
scrollOnAGrave,divinePresence,jewish,Simulation
shield,divineDefense,generalOrUnknown,Simulation
sigma,divinePower,generalOrUnknown,Simulation
solomonSKnot,divineInscrutability,jewish,Simulation
storm,divinePunishment,generalOrUnknown,Simulation
sulfur,divinePunishment,jewish,Simulation
tablet,divineKnowledge,generalOrUnknown,Simulation
thunderbolt,divineWrath,generalOrUnknown,Simulation
torrentialRain,divineVengeance,generalOrUnknown,Simulation
wellWithTrees,divineMarriage,generalOrUnknown,Simulation
wheelOfFortuneTarot,divineWill,generalOrUnknown,Simulation
whiteBird,divineMessenger,christian,Simulation
whiteHare,divinity,chinese,Simulation
flameOnTheHead,divinePower,generalOrUnknown,Simulation
frankincense,divineLove,generalOrUnknown,Simulation
goldMetalAndColor,divinity,generalOrUnknown,Simulation
handOfFatima,divinePower,islamic,Simulation
head,divinity,celtic,Simulation
lance,divineWisdom,hindu,Simulation
light,divineLove,generalOrUnknown,Simulation
mirror,divination,generalOrUnknown,AssociationSimulation
nigerian,divination,generalOrUnknown,AssociationSimulation
oil,divineLove,generalOrUnknown,Simulation
ointment,divineLove,generalOrUnknown,Simulation
owl,divination,amerindian,Simulation
pentagon,divination,generalOrUnknown,Simulation
redRose,divineLove,generalOrUnknown,Simulation
lizard,divineWisdom,egyptian @ greek,Simulation
ruby,divinePower,generalOrUnknown,Simulation
salt,divineWisdom,christian,Simulation
scarab,divineWisdom,egyptian,Simulation
scepter,divinePower,generalOrUnknown,Simulation
seraph,divineLove,generalOrUnknown,Simulation
silverColorAndMetal,divineWisdom,christian,Simulation
staffWithCircle,divineLight,norse,Simulation
starfish,divineLove,generalOrUnknown,Simulation
teeth,divination,generalOrUnknown,Simulation
thunderbolt,divinePower,generalOrUnknown,Simulation
canopicJars,anput,egyptian,Simulation
coatOfArmsOfAnguilla,anguilla,generalOrUnknown,Simulation
coatOfArmsOfAntiguaAndBarbuda,antiguaAndBarbuda,generalOrUnknown,Simulation
dingir,anu,mesopotamian,Simulation
dolphinFlag,anguilla,generalOrUnknown,Simulation
fairAntiguaWeSaluteThee,antiguaAndBarbuda,generalOrUnknown,Simulation
fetish,anubis,egyptian,Simulation
flagOfAnguilla,anguilla,generalOrUnknown,Simulation
flagOfAntiguaAndBarbuda,antiguaAndBarbuda,generalOrUnknown,Simulation
godBlessAnguilla,anguilla,generalOrUnknown,Simulation
ostrichPlumes,anhur,egyptian,Simulation
whin,anger,flowerLanguage,Simulation
zenaidaDove,anguilla,generalOrUnknown,Simulation
100,anIndefiniteNumber,generalOrUnknown,Simulation
1000,anIndefiniteNumber,generalOrUnknown,Simulation
20,anIndefiniteNumber,generalOrUnknown,Simulation
7,anIndefiniteNumber,generalOrUnknown,Simulation
72,angels,generalOrUnknown,AssociationSimulation
acorn,antiquity,heraldic,Simulation
aresMars,anger,grecoRoman,Simulation
aspergillum,anthonyTheGreat,christian,AttributeSimulation
